D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
-0.40839285134969705,-0.32483154095788896,1.2119501863411102,0.7997885307497491,-0.7409113003062321,-0.8232787836488481,1.23248462465611,-0.375234224736697,0.534380264580281,0.119370074293224,0.220318327360304,0.689548670007761,0.00612284998014235,0.00407389127199194,0.00376790171221745,-0.0161575354056666,-0.0038092481983454103,0.0013729798654352802,0.0024190006585683398,-0.000783887433523146,-0.000799209678264518,0.0007734533556106969,-0.0018955498574472899,-0.000135522858419845,0.44289821123832596,0.14068306081062398,0.0578797212928712,-0.23130297560899302,-0.229283223391265,-0.291422813403115,0.37608832461981,-0.3876604605486961,-0.392866949540496,0.08223499243938599,0.366037401910756,0.0537289057337754
-0.309374863056854,1.19748260123827,-1.6968231728678798,0.34247006683930603,1.0521532165601,0.27191573285451004,-0.89192257119314,-3.14502062489613,0.8024614568569399,0.567523130848381,1.12980292943275,0.608298440659662,0.00612284998014235,-0.000716699031490186,-0.014969365971093001,0.0136723375994647,-0.0038092481983454103,-0.0037007208940947,-0.0037152239176371,0.00011135388741263601,-0.000799209678264518,-0.000488604454601648,-0.0018955498574472899,-0.000948094420107508,0.13328338252403998,-0.4580959701899289,0.049872396337084006,0.448164113087023,-0.49357092200750297,0.0823779994772782,0.0496377199862468,-0.106310784848121,0.20319340598752,0.315722781030894,-0.0775262587585232,0.39736917633073404
-0.9421333221368241,-0.7290409398017891,-0.954680066792942,-1.5918716902292702,0.26861215591745896,-0.0822643459437499,0.49132339203671394,-0.193919533433476,-0.481109864176302,-1.2208436336172699,1.18085848889089,1.09112397642746,0.00612284998014235,-0.00244100872960259,-0.00115014706285917,-0.0207443990446038,-0.0038092481983454103,0.0013729798654352802,-0.0037152239176370897,0.00011135388741263601,0.00248408097702358,-0.000488604454601648,0.00104974290995398,-0.000135522858419845,-0.252751766818286,0.168331050877535,-0.25968331504719394,0.130412560178493,-0.281602679671048,-0.00633891571705012,-0.665228906006896,-0.3681137406869289,-0.13039601623336802,0.0689164329413089,0.37666400670757794,-0.0482959363358004
2.74586942661139,-1.9720147760678703,-0.9531673525410029,0.777944482108821,1.2679192303657298,-1.4757440324021398,-0.701421071270875,0.569519442532193,-1.36483489124935,-1.06801529335593,-0.238867819806935,-2.3149158905251404,0.00612284998014235,-0.00244100872960259,0.00376790171221745,0.0136723375994647,0.0239474923408066,0.0135655134281099,0.000744785164036949,0.00183690575250803,-0.000293919747448149,-0.000488604454601648,0.00104974290995398,0.000113975357402254,0.69724085453354,0.38684854891413106,-0.0348396271475557,-0.0163666097931936,-0.00975637857392534,0.211198124926305,-0.39764540734391896,-0.0898118634645941,0.25266001118565196,-0.142608136793163,-0.256451071569287,0.0435032837782099
0.705830553537854,1.27029120942542,1.7997842262133301,0.0748641444189787,-0.004224173185051279,0.47623348759924,0.337018393573478,0.0919025693674516,-0.3350868581884,-0.567960683264133,0.0235666711575081,-0.560366099025082,0.00612284998014235,-0.00244100872960259,0.00376790171221745,0.0136723375994647,-0.0038092481983454103,-0.0037007208940947,0.00241900065856835,0.00011135388741263601,-0.000799209678264518,0.0007734533556106969,-0.0018955498574472899,0.000113975357402254,-0.347064942332962,0.29814365916587604,0.113721346310611,-0.37973607172456103,-0.400532037749265,0.135695387922042,0.196875451323074,-0.40213754273956204,0.22598451813208398,-0.273413009032716,-0.358221118779139,0.00803190281587278
2.60722934081898,0.148970194772534,-0.38560262485415003,0.224501234681502,1.9794732302830702,-0.156984017083902,1.1063209996615402,2.17354439957105,-0.869466835175309,1.80341667745482,-0.494758168475749,0.35982189980286605,0.00612284998014235,-0.000716699031490186,0.0150533662386352,0.0139874406887602,0.0239474923408066,-0.0037007208940947,-0.0037152239176371,0.00011135388741263601,-0.000293919747448149,-0.000488604454601648,0.00104974290995398,0.000113975357402254,0.18192783102990698,-0.5638850199836359,-0.208652752024001,0.12747219397556697,-0.17765790496668202,-0.492886178357052,-0.0216287644308872,-0.104860582998016,0.0689930065422092,-0.467414861131688,-0.229655286980775,-0.16495429016512697
1.3096107650283701,0.0419525419946275,-0.408566504854575,0.0293846303935656,0.0301213865853868,-1.2742810422876298,-2.9104307983725093,1.42405533562628,-0.0622503979188711,-0.7386043619753571,3.7051591150536,0.0314735064229782,0.00612284998014235,-0.00244100872960259,-0.014969365971093001,0.0136723375994647,0.0239474923408066,0.0013729798654352802,0.000744785164036512,-0.00193616096548875,0.00248408097702358,0.0007734533556106969,0.00104974290995398,0.000113975357402254,0.142284933855739,-0.274388763181361,0.304675524122802,0.426368558543162,-0.521292668557902,0.426802397622274,0.0586714606266061,0.00922257437814258,0.116095815881937,-0.0481829209770019,0.23246033438250302,-0.320276619572586
-0.0185797246916237,0.025885942022284,0.636892914492365,-1.27088182261264,2.1863784179513504,0.741130574507106,-0.264494308227675,-0.6417187256390511,2.44429203388429,-0.819747602429793,0.8806531088284459,1.4026901826696598,-0.00897148988680684,-0.00244100872960259,0.00376790171221745,0.0139874406887602,-0.0038092481983454103,-0.0037007208940947,-0.0037152239176370897,0.00011135388741263601,0.00248408097702358,0.0007734533556106969,0.00104974290995398,-0.000948094420107508,0.0593502900861204,-0.466438621596006,0.26074658086331,-0.106152966895236,0.32145404529119703,0.303701462366829,-0.21799739563705803,-0.384973328513743,-0.47362293374050496,0.0307714897463162,-0.28825481042151696,-0.00207610478170118
-0.361639827801776,-0.0175120941270249,-0.48671829723602705,-0.41009313364527794,-0.11729141526226301,-0.17512940900006801,1.51881381897239,-0.00816914736326489,-0.0681714953400531,-0.200109557292779,0.284259205793258,-1.4107103663602298,0.00612284998014235,-0.00244100872960259,0.00376790171221745,-0.0161575354056666,-0.0038092481983454103,0.0013729798654352802,0.000744785164036512,-0.000783887433523146,-0.000293919747448149,-0.000488604454601648,0.00104974290995398,-0.000135522858419845,-0.0509227388633023,0.381246347269012,0.10609495775523402,0.623022177155213,-0.00827261985649695,-0.22039802505959696,0.154969976690242,-0.297069851122819,-0.18534289524955802,0.2528090669647,-0.3362825908508039,-0.283522510910515
-1.3738555962636,-0.51712562049135,1.5338099742861102,0.7672937742978191,-0.8426900316682691,-0.21234128963481896,0.531735543434496,-0.0706356289412759,0.565624080649572,-0.18994606468050196,-1.04716361085029,0.686406542364532,-0.00897148988680684,0.00407389127199194,0.00376790171221745,-0.0161575354056666,-0.009741267968064779,0.0013729798654352802,0.0024190006585683398,0.00011135388741263601,-0.000799209678264518,0.0007734533556106969,-0.0018955498574472899,0.000113975357402254,0.0264555178028933,0.0349446940219994,0.8647867892100541,-0.00601706086838031,-0.0044008213324352,-0.323480274214274,-0.220579371875945,-0.0327560086252081,0.25338744001782504,0.0044095307168255,0.157781518534781,0.0817304189413689
