quantified_data...1.
-0.014576078
0.013747398
-0.024777812
0.010428771
0.01787083
0.013747398
0.01787083
0.01787083
-0.013554906
-0.014576078
0.023795573
-0.024777812
0.010428771
0.01787083
0.023795573
0.010428771
0.01787083
0.023795573
-0.013554906
-0.027187449
0.010428771
-0.021327843
-0.013554906
0.013747398
0.01787083
0.010428771
-0.021327843
0.01787083
0.023795573
-0.021327843
0.013747398
-0.027187449
-0.013554906
0.013747398
0.013747398
-0.027187449
-0.013554906
-0.013554906
-0.024777812
0.010428771
-0.013554906
0.023795573
0.01787083
0.013747398
0.01787083
0.008546181
0.013747398
-0.013554906
0.013747398
-0.027187449
0.010428771
0.008546181
-0.027187449
-0.024777812
0.013747398
0.01787083
0.010428771
-0.014576078
0.008546181
-0.013554906
0.023795573
0.023795573
0.023795573
-0.013554906
0.008546181
0.023795573
-0.014576078
0.01787083
-0.024777812
-0.021327843
-0.014576078
0.008546181
-0.024777812
0.008546181
-0.013554906
-0.027187449
0.008546181
-0.024777812
0.008546181
-0.014576078
0.013747398
-0.027187449
0.01787083
0.023795573
0.023795573
-0.024777812
-0.013554906
0.01787083
-0.024777812
-0.021327843
-0.027187449
0.023795573
-0.021327843
-0.027187449
0.01787083
0.013747398
0.010428771
-0.013554906
-0.013554906
-0.013554906
-0.013554906
-0.013554906
0.008546181
-0.013554906
-0.024777812
0.010428771
0.013747398
0.008546181
-0.014576078
0.013747398
-0.024777812
0.01787083
0.008546181
-0.013554906
0.01787083
-0.024777812
-0.021327843
-0.013554906
-0.027187449
-0.013554906
0.013747398
-0.027187449
-0.024777812
-0.027187449
-0.024777812
0.008546181
0.008546181
0.008546181
0.008546181
0.01787083
0.01787083
0.008546181
-0.027187449
-0.013554906
0.01787083
0.01787083
-0.013554906
0.023795573
-0.024777812
-0.014576078
0.013747398
0.023795573
0.008546181
-0.013554906
-0.013554906
0.01787083
-0.013554906
0.01787083
0.023795573
-0.027187449
-0.021327843
0.023795573
-0.021327843
-0.021327843
0.01787083
-0.024777812
0.013747398
-0.024777812
-0.013554906
